reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
AB9S5D5R2MRMJ,B0040QDY7G,Lois Sanborn,"[30, 31]","I am one of those people that is VERY particular about my pillows, so I was a little hesitant about purchasing a pillow online. I am so glad I took a chance on this pillow! It is both soft and firm, depending on what side you use. The memory foam side is just right, and the fiberfill side is both soft and supportive. Most pillows give me horrible headaches, or I wake up with a terrible knot in my kneck or shoulders. I had just given up on waking up pain free and well rested. My biggest issue now is that i really don't want to get out of bed in the morning. I sleep like a baby on this pillow, so much so that I have fallen asleep with the tv and lights still on multiple times. I don't wake up at all hours having to turn or fluff my pillow which is really nice. Most memory foam products that I have tested out in stores have a horrible smell. When I unpacked this pillow from the box there was a minor plastic smell (probably because it was packed in plastic), but I just let it sit on my bed without a pillowcase for a few hours and by the time I went to bed I didn't smell a thing. Another major perk that I do want to mention is that it is machine washable!!! The memory foam insert is removable through a zipper on the end of the pillow so that you can just toss the pillow in the wash. What a fantastic idea!! I am extremely pleased with this pillow!!!",5.0,"A great pillow, both soft and firm",1293408000,"12 27, 2010"
A1XDAUHSVADHW5,B00GIH8M4A,Teresa Stevens,"[0, 0]",My husband has quite the sweet tooth and made a conscience health decision in recent years to become vegan. He has missed his doughnuts deeply. I decided to purchase this pan and come up with a vegan doughnut recipe for him. He loved them! He gets a dairy free version of a favorite breakfast in a perfect doughnut shape! I would definitely recommend this anyone looking to make their own doughnut treats.,5.0,I Love It!,1394582400,"03 12, 2014"
AVZADRFFY55DJ,B00642IX0C,"Dennis M. Meinert ""I hear and I forget.  I se...","[10, 13]","Works like a charm on carpet and tile.  Mr Sucky was easy to assemble and set up; great suction and intelligently designed.  When you pull the wand out to use an attachment you'll find the hose has a plastic handle with a 90-degree bend; neat!  It's easier to handle than a straight hose.  One reviewer (can't remember where) cautioned not to set the pile height too low; the vac has such good beater brush action it can pull up carpet fibers and clog.  Start out at the ""High"" setting and try the lower settings 'till you find the best one for your carpets.  I agree.  One caution: the vac has an interlock that won't let you fully close the door unless you have the bag on correctly; it's in the manual.  Push the bag onto the short pipe until you see the interlock (it's black plastic, at the top of the bag cavity) move.  You have to push the bag on 'till it seats.  THEN you can close the door.  I don't think it's heavy but I don't have stairs; if you do consider a corded hand vac.  Corded picks up MUCH more than cordless.  Amazon sells a dandy one made by a company with the same name as the State of California's motto.",5.0,Just superb!,1340323200,"06 22, 2012"
A1GK1E4WRDX5SJ,B004FNBWQ4,,"[0, 0]",this really changed the landscape of our overly cluttered closet.  it was easy to put together and holds many pairs of shoes with no problem.  good buy.,5.0,great storage device for shoes,1361059200,"02 17, 2013"
A12S3YVA1HHXV4,B0002V23MA,fussbucket,"[0, 0]","Very handy, size is great but everytime I use, it seems to take a little bit more finish off.  That is a shame because it is so sturdy and is such a good size. I would still recommend this to anyone who is tired of drips all over the counter.As always, shipping from Amazon is amazingly fast.",5.0,Amco spatula spoon rest,1359849600,"02 3, 2013"
A30J8KM3H9TDBU,B000MEFMUM,"Clasina Gm Oneill ""Maria""","[0, 0]",Very handy and a must have to put drinks and phone right at hand.  Holds a book too and eliminates the need for wobbly side tables.,5.0,Handy!,1315353600,"09 7, 2011"
A3339C45FBP71C,B003EDKLUY,"N. Maggio ""illus1s""","[0, 0]","I got this because I felt the temperature of the oven in my apartment was off as it was taking a REALLY long time to cook and boy was I right. The oven was 50 degrees off!!! This thing has saved me so much time now that I can get the temp correct on my oven. Its small so it fits nice in my smaller apartment oven, doesn&#8217;t get in the way and solves the problem of forever cooking. I highly recommend this for anyone that isn&#8217;t sure if their oven is the correct temperature.",5.0,Saved the Day!,1383609600,"11 5, 2013"
AXPB791366B8T,B00005NCWQ,tomlightfield,"[0, 0]",I bought this percolator to use at our deer cabin as we have no electricity. Makes great coffee in about 15 minutes.,5.0,Great Coffee Maker,1396396800,"04 2, 2014"
A4D6DPYOE1JBV,B0019RLSFO,Stephen C. Lowe,"[2, 2]","I purchased mine at Steinmart and got it for a great price.  I used it at our annual Community Picnic to keep my salad cool and fresh.  It did its job very well.  Lots of people asked me where they could purchase one like it so I think this is a ""good thing""!  I have used it at home as well...great product and they have more of them in different sizes for different foods. Mary :)",5.0,Great Product!,1268697600,"03 16, 2010"
A1CBAW0O0H3GC8,B000AS9IL4,Long time collector,"[0, 0]","This is a very nice little machine.  Easy to use, lightweight, well-made.  I am very pleased with the results so far.",5.0,Bissell,1267488000,"03 2, 2010"
A4JUFO59WP1N0,B005MJWMYQ,Terri,"[1, 1]","These are great for washing delicate items. I mostly use the small one (for underclothes) and the medium one for sweaters and blouses. The large one is pretty large and I haven't really used it, but it would probably work for shirts too.",5.0,Just What I Needed,1390176000,"01 20, 2014"
A1QC1GVJ0PDQG,B0000VLH06,Amazon Customer,"[0, 0]","These mini loaf pans are exactly what I was looking for!  I need to make smaller portions these days, for everything.  I can freeze the extra for future use!",5.0,Exactly what I needed!,1227398400,"11 23, 2008"
AGSEKHJ0T7PE0,B00004SPEU,anonymous,"[4, 5]","My recipe for almond butter: about a fourth cup of toasted almonds (I don't bother to remove the skins), some toasted macadamia nuts or pine nuts to improve flavor and consistency, sprinkle of kosher salt. You'll need to scrape the sides down, but in no time you'll have almond butter.To clean, grind some uncooked rice.",5.0,"Makes wonderful almond flour, butter",1323388800,"12 9, 2011"
A176S4786FGQQS,B0060BSQJK,tanner1,"[4, 4]","This is a beautiful comforter, I bought it in a twin size to be used with a pottery barn duvet cover and it does not slip inside of the cover. I really love this quality and will be purchasing a king size for myself.",5.0,Awesome quality.,1388016000,"12 26, 2013"
A2VOCOEXRIQO81,B000N22JX6,J. A. Kudel,"[0, 0]","Read the reviews and wasn't quite sure what to expect but it certainly does the job in a decorative way : )  You can set the timer for 2-4-6 hrs, the temp you want the thermostat to reach, if you want it to oscillate or no.  Does it all in a fairly quiet way as well.Heats up my large bedroom quickly - usually just takes 15 mins or so and it's CUTE not industiral looking at all.  Whoever came up with this design should get a gold star, very creative and practical.  Must've been a woman....",5.0,This is such an original and it works great too!,1385337600,"11 25, 2013"
A100WO06OQR8BQ,B004ND78GE,"Duffer. ""Bo""","[1, 1]",I use my Dustbuster every day in my workshop. There are times when the debris that I vacuum up is difficult to remove and on occasion causes damage to the filter. It is certainly a far better option to replace the filter then to replace the Dustbuster. Glad that a filter replacement is available and at a reasonable price. This replacement filter is a perfect fit.,5.0,Must Have,1400716800,"05 22, 2014"
AW0O31Z9JJ156,B00009RXMQ,Daniela,"[1, 1]",I'm Italian and I can confirm that this machine works fine. It's easy and the coffee is great. I usually make cappuccinos and espressos.,5.0,Good coffee maker,1390089600,"01 19, 2014"
A2G9N7HL2R7ZZ1,B000G32H84,Christy C. Giesler,"[6, 6]","I love to cook, but as a single person, I've never been a baker.However, I became tired of purchasing artisan breadsand having to freeze half a loaf of this, half a loaf of that.Picture my ""littered"" freezer!  After comparing other bread makersand reading reviews, I decided to try this one and bake on my own.This appliance is exactly as described, far more compact thanmost units; but since my counter space is limited, I still preferto store it in a ""mud closet"" or appliance larder.  The mini bakerlifts out and goes back into the larder easily. It cleans up in a snap.Best yet, I immediately tried it out two times in two dayswith guests.  The preparation was a dream, almost effortless.I just followed the simple directions exactly,and voila!Each loaf baked perfectly.  It was a delight to serve fresh bread!The only draw back is that although hot and fresh,the cheese/onion bread and the banana bread tasted bland,too ""white"". So, on my next batch of bread I plan NOT to usethe Sojirushi recipes but rather other recipes in a bookfor bread makers that I bought separately from Amazon.comIf you do not have a good bread knife,I would purchase that, too.In sum:  I picture myself baking weekly and exploringall kinds of different breads, even pizza dough and pasta!This is a reliable product, convenient to use and store,a very good investment to consider when ""feathering the nest"".Enjoy!",5.0,Excellent Mini Bakery,1233705600,"02 4, 2009"
A2ZY6O8J5ICF75,B001LYFBHG,,"[0, 0]","This is my 2nd Eureka steamer. 'Bought the first one many years ago when the first steamers hit the market. OK, Costco. It was my fault that it died in its advanced age. Even tho' the water heats up very fast, rather than wait a minute or two, I had, on too many occasions, elected to ""just do this one quick thing while..."". I don't know how many times the ""quick"" part did not quite pan out and I returned to the bone dry thingo. And yet it carried on, until the final last time that may have strained Gizmo's patience and it died. I have high hopes for BluGizmo, tho'. Now, while I wait, I hang by the gizmo and do a few simple exercises.More? At some point, around it's 10th year of frequent usage, the rubber ring around the water intake thing finally fell apart. With trembling hands I called the manufacturer's Customer Service. What a treat! I am mechanically challenged, and likely, did not express properly what I needed, so got the wrong rings. Called the CS again, and two days later got the correct replacement. No extra charge. What a concept!And BlueG, like its earlier YelloG incarnation, works beautifully. I use it on clay tiles and Pergo (fake wood floor panels). The prep work (dust, hairs) is done by the Roomba, but BlueG cleans, disinfects and for added bonus, leaves me with a non-slippery floor. While the Roomba works one room, I steam the floor in the just-roomba'd room. Walking around the house barefoot never felt so good. My dogs agree.Bottom line: the steamer is a must have. Highly recommend it.",5.0,Love it! Love it! Love it!,1404604800,"07 6, 2014"
